anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Abril,2024-04-15,15:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-3CD,PEÑA POBRE,Peña Pobre,19.2961333573932,-99.1827719457451,4,15,19.296,-99.183
2024,Junio,2024-06-19,22:15:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2524649198338,-99.1735169299999,6,22,19.252,-99.174
2024,Junio,2024-06-12,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Fuentes De Tepepan,19.2665573098336,-99.1486085999999,6,11,19.267,-99.149
2024,Julio,2024-07-02,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.3058452598335,-99.2146781099999,7,12,19.306,-99.215
2024,Julio,2024-07-01,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,CHIMILLI,Desconocido,19.2692007310069,-99.2157440608163,7,13,19.269,-99.216
2024,Julio,2024-07-01,18:50:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,EX HACIENDA SAN JUAN DE DIOS,Ex Hacienda San Juan De Dios,19.2885588098336,-99.12879511999988,7,18,19.289,-99.129
2024,Junio,2024-06-15,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.289466409834,-99.1611304899999,6,10,19.289,-99.161
2024,Julio,2024-07-02,12:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.2985110498341,-99.1742364299999,7,12,19.299,-99.174
2024,Junio,2024-06-30,23:20:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,RINCÓN DE SAN JUAN,Hacienda San Juan,19.2893056498343,-99.1399021399999,6,23,19.289,-99.14
2024,Julio,2024-07-02,14:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2784397810569,-99.2335303165334,7,14,19.278,-99.234
2017,Agosto,2017-08-01,18:00:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2925045090545,-99.1568097618553,8,18,19.293,-99.157
2024,Julio,2024-07-03,00:10:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE ROBO DE VEHÍCULOS Y TRANSPORTE,ORIENTEII,UI-3CD,NARCISO MENDOZA SUPER MANZANA 6 VILLA COAPA,Narciso Mendoza,19.2939542998341,-99.12302904,7,0,19.294,-99.123
2024,Julio,2024-07-01,11:55:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo Ocotla,19.1967716398338,-99.1548413799999,7,11,19.197,-99.155
2024,Julio,2024-07-02,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,Pueblo Jardines De San Juan,19.2167341398344,-99.1865497799999,7,23,19.217,-99.187
2022,Septiembre,2022-09-30,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Fuentes Brotantes,19.280709249834,-99.1889423099999,9,12,19.281,-99.189
2024,Junio,2024-06-29,03:35:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,PRADO COAPA 2A SECCIÓN,Prado Coapa 2a Seccion,19.296186409834,-99.1336104199999,6,3,19.296,-99.134
2024,Julio,2024-07-03,07:25:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TORIELLO GUERRA,Toriello Guerra,19.296485209834,-99.1579212199999,7,7,19.296,-99.158
2024,Julio,2024-07-02,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DE TEPEMECATL,Heroes De 1910,19.2387980398341,-99.2345935099999,7,15,19.239,-99.235
2024,Mayo,2024-05-31,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN MIGUEL XICALCO,Pueblo San Miguel Xicalco,19.2351987998339,-99.1634485899999,5,12,19.235,-99.163
2024,Julio,2024-07-03,09:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,LOS VOLCANES,Los Volcanes,19.271164199834,-99.1802599999999,7,9,19.271,-99.18
2024,Julio,2024-07-01,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2912219356328,-99.1719252510855,7,15,19.291,-99.172
2024,Julio,2024-07-02,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2907322198336,-99.1725359099999,7,16,19.291,-99.173
2024,Junio,2024-06-17,23:07:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GUADALUPE,Guadalupe,19.282734019834,-99.1397432199999,6,23,19.283,-99.14
2024,Julio,2024-07-03,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2891929898338,-99.1568443199999,7,12,19.289,-99.157
2024,Julio,2024-07-03,10:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2847929398343,-99.1756197799999,7,10,19.285,-99.176
2024,Junio,2024-06-23,22:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,LOS VOLCANES,Los Volcanes,19.2717657772219,-99.1727381745595,6,22,19.272,-99.173
2024,Julio,2024-07-02,02:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2893290598336,-99.1818892199999,7,2,19.289,-99.182
2024,Julio,2024-07-02,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2949612298338,-99.1770319599999,7,22,19.295,-99.177
2024,Junio,2024-06-27,16:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2838353198339,-99.1757237199999,6,16,19.284,-99.176
2024,Abril,2024-04-22,01:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,EX HACIENDA SAN JUAN DE DIOS,Ex Hacienda San Juan De Dios,19.2856714398337,-99.1330263,4,1,19.286,-99.133
2023,Julio,2023-07-03,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,PLAZA COAPA,Villa Coapa,19.2922866198338,-99.12386388,7,12,19.292,-99.124
2024,Julio,2024-07-02,13:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2644240998341,-99.16577876,7,13,19.264,-99.166
2024,Junio,2024-06-30,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,LOS CIPRESES,Pueblo San Miguel Xicalco,19.2382019698338,-99.1568922599999,6,12,19.238,-99.157
2024,Julio,2024-07-03,15:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2711564382044,-99.2104711068688,7,15,19.271,-99.21
2024,Julio,2024-07-03,18:44:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,ISIDRO FABELA,Isidro Fabela,19.2981079098337,-99.1730569299999,7,18,19.298,-99.173
2024,Junio,2024-06-06,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 1A SECCIÓN,Miguel Hidalgo,19.2857910598337,-99.1866429899999,6,11,19.286,-99.187
2024,Julio,2024-07-03,18:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.2978737498337,-99.2132002099999,7,18,19.298,-99.213
2024,Junio,2024-06-07,01:06:00,DELITO DE BAJO IMPACTO,"FISCALÍA ESPECIALIZADA PARA LA ATENCIÓN DE DELITOS ELECTORALES

",A,UI-1SD,RANCHO LOS COLORINES,Rancho Los Colorines,19.2898518498335,-99.13876556,6,1,19.29,-99.139
2024,Julio,2024-07-02,04:58:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,FUENTES DEL PEDREGAL,Fuentes Del Pedregal,19.3055225098342,-99.2243622199999,7,4,19.306,-99.224
2024,Julio,2024-07-03,17:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PARRES EL GUARDA,Desconocido,19.1339250898343,-99.1798737599999,7,17,19.134,-99.18
2024,Julio,2024-07-02,07:13:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Lomas De Padierna,19.2905999398342,-99.2298936099999,7,7,19.291,-99.23
2024,Julio,2024-07-03,20:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 3a Seccion,19.2869151298337,-99.2329741299999,7,20,19.287,-99.233
2024,Julio,2024-07-03,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 3a Seccion,19.2806736153778,-99.2097832593138,7,17,19.281,-99.21
2024,Julio,2024-07-03,13:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,El Charco,19.2312898798343,-99.2032995099999,7,13,19.231,-99.203
2024,Julio,2024-07-03,09:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2647266698338,-99.1626499599999,7,9,19.265,-99.163
2024,Junio,2024-06-29,21:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,CHIMILLI,Chimilli,19.2696963867012,-99.2198577241896,6,21,19.27,-99.22
2024,Julio,2024-07-03,18:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.198048929834,-99.1481968799999,7,18,19.198,-99.148
2024,Julio,2024-07-04,01:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOS ENCINOS,Los Encinos,19.2794420898342,-99.2291258299999,7,1,19.279,-99.229
2024,Abril,2024-04-13,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DE DELITOS FINANCIEROS,T,UI-1SD,FUENTES DEL PEDREGAL,Fuentes Del Pedregal,19.3020937098336,-99.2304816799999,4,12,19.302,-99.23
2023,Noviembre,2023-11-16,00:20:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,POPULAR SANTA TERESA,Popular Santa Teresa,19.3019304298341,-99.2234100399999,11,0,19.302,-99.223
2024,Julio,2024-07-02,21:30:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.3008039398338,-99.1464494199999,7,21,19.301,-99.146
2024,Julio,2024-07-02,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISSFAM,Villa Tlalpan,19.2780388398342,-99.1620471299999,7,14,19.278,-99.162
2015,Diciembre,2015-12-15,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DE DELITOS FINANCIEROS,T,UI-1SD,FUENTES DEL PEDREGAL,Fuentes Del Pedregal,19.3048276398336,-99.2231914399999,12,12,19.305,-99.223
2019,Julio,2019-07-26,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,LOMAS DEL PEDREGAL FRAMBOYANES,Fuentes Del Pedregal,19.3021576298341,-99.2300397899999,7,12,19.302,-99.23
2024,Julio,2024-07-04,07:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2810016698339,-99.2190755899999,7,7,19.281,-99.219
2024,Junio,2024-06-29,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALCOLIGIA,Pueblo Santa Ursula Xitla,19.2803943598343,-99.1705286099999,6,12,19.28,-99.171
2024,Junio,2024-06-30,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2940650598336,-99.1088984899999,6,17,19.294,-99.109
2024,Mayo,2024-05-24,12:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",E,UI-1SD,SANTO TOMAS AJUSCO,Desconocido,19.2176489608406,-99.2136911718288,5,12,19.218,-99.214
2024,Mayo,2024-05-07,12:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",E,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1985732082702,-99.14845661017,5,12,19.199,-99.148
2024,Julio,2024-07-03,20:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,RINCÓN DEL PEDREGAL,Rincon Del Pedregal,19.3091904498341,-99.2205159399998,7,20,19.309,-99.221
2024,Junio,2024-06-25,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN EN DELITOS AMBIENTALES Y EN MATERIA DE PROTECCIÓN URBANA,A,3 CON DETENIDO 3 C/D,PRADO COAPA 1A SECCIÓN,Prado Coapa 1a Seccion,19.3005887598335,-99.1275934899999,6,12,19.301,-99.128
2024,Julio,2024-07-04,12:45:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,MIGUEL HIDALGO 3A SECCIÓN,Miguel Hidalgo 3a Seccion,19.281955509834,-99.2078579199998,7,12,19.282,-99.208
2024,Julio,2024-07-04,12:30:00,HOMICIDIO DOLOSO,FISCALÍA DE INVESTIGACIÓN ESTRATÉGICA DEL DELITO DE HOMICIDIO,2,1 CON DETENIDO 1 C/D,SAN MIGUEL AJUSCO,Pueblo Jardines De San Juan,19.2127500598341,-99.1889396299999,7,12,19.213,-99.189
2024,Julio,2024-07-01,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,CHIMILLI,Chimilli,19.269515909834,-99.2187765199999,7,14,19.27,-99.219
2024,Marzo,2024-03-15,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.2992521498335,-99.1702942599999,3,16,19.299,-99.17
2023,Julio,2023-07-16,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2944340298343,-99.1102630599999,7,12,19.294,-99.11
2024,Junio,2024-06-29,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN BUENAVENTURA,San Buenaventura,19.2839726698342,-99.1606101399999,6,12,19.284,-99.161
2023,Agosto,2023-08-15,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SANTO TOMAS AJUSCO,Pueblo Santo Tomas Ajusco,19.2132897758047,-99.2005120889287,8,13,19.213,-99.201
2024,Julio,2024-07-02,06:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,SAN MIGUEL XICALCO,Pueblo San Miguel Xicalco,19.2372114698341,-99.1617080599999,7,6,19.237,-99.162
2024,Julio,2024-07-03,06:45:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,ARENAL TEPEPAN,Arenal Tepepan,19.2840072698342,-99.1504329399999,7,6,19.284,-99.15
2024,Julio,2024-07-02,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2940675898338,-99.1087831599999,7,16,19.294,-99.109
2024,Julio,2024-07-03,22:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1980999654901,-99.1488154992686,7,22,19.198,-99.149
2024,Julio,2024-07-02,13:25:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2664598298339,-99.1650384699999,7,13,19.266,-99.165
2024,Julio,2024-07-03,04:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,GRANJAS COAPA,Rinconada Coapa 2a Seccion,19.2980446198343,-99.1141439999999,7,4,19.298,-99.114
2024,Mayo,2024-05-31,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2948020893028,-99.1810833572503,5,12,19.295,-99.181
2024,Junio,2024-06-17,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-IZP,2 SIN DETENIDO,BELISARIO DOMÍNGUEZ SECCIÓN XVI,Belisario Dominguez Seccion Xvi,19.2910955100137,-99.1558067654882,6,16,19.291,-99.156
2024,Julio,2024-07-03,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2937334198343,-99.1484570499999,7,12,19.294,-99.148
2024,Julio,2024-07-01,16:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-2CD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2742183546484,-99.1624187118167,7,16,19.274,-99.162
2024,Junio,2024-06-24,09:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.2983591598343,-99.2001036599999,6,9,19.298,-99.2
2024,Junio,2024-06-29,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2844359698338,-99.1656593999999,6,12,19.284,-99.166
2024,Enero,2024-01-03,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2756114498339,-99.1697497699999,1,14,19.276,-99.17
2024,Julio,2024-07-03,20:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,SAN BARTOLO EL CHICO,San Bartolo El Chico,19.2844043198344,-99.13734064,7,20,19.284,-99.137
2024,Junio,2024-06-24,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo Ocotla,19.1982245654459,-99.1527115902415,6,9,19.198,-99.153
2024,Junio,2024-06-28,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN BUENAVENTURA,San Buenaventura,19.2852790298342,-99.1587379599999,6,12,19.285,-99.159
2024,Junio,2024-06-27,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2727639359814,-99.2124711584302,6,22,19.273,-99.212
2024,Julio,2024-07-04,20:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2944473198342,-99.1809023899998,7,20,19.294,-99.181
2024,Julio,2024-07-04,01:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.2978117298339,-99.1377885599999,7,1,19.298,-99.138
2024,Junio,2024-06-21,07:20:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,BARRIO LA LONJA,Miguel Hidalgo,19.2900391898338,-99.1809862099999,6,7,19.29,-99.181
2024,Julio,2024-07-04,01:29:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,RESIDENCIAL VILLA PRADO COAPA,Prado Coapa 3a Seccion,19.2896546998343,-99.1353795999999,7,1,19.29,-99.135
2024,Julio,2024-07-04,20:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PEDREGAL DE LAS ÁGUILAS,Pedregal De Las Aguilas,19.2717199498339,-99.1747038099999,7,20,19.272,-99.175
2024,Julio,2024-07-02,19:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.2970991098342,-99.1359579599999,7,19,19.297,-99.136
2024,Julio,2024-07-03,23:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,2 SIN DETENIDO,LAS FLORES,Pueblo Ocotla,19.2054190973635,-99.1513092501231,7,23,19.205,-99.151
