anio_hecho,mes_hecho,fecha_hecho,hora_hecho,categoria_delito,fiscalia,agencia,unidad_investigacion,colonia_hecho,colonia_catalogo,latitud,longitud,mes_numerico,hora,lat_anon,lon_anon
2024,Enero,2024-01-15,00:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE GRUPOS DE ATENCIÓN PRIORITARIA,GAP5,Unidad de investigación AM-2 S/D,PEDREGAL DE SAN NICOLÁS 2A SECCIÓN,Pedregal De San Nicolas 2a Seccion,19.2882133641159,-99.2394620061436,1,0,19.288,-99.239
2024,Enero,2024-01-12,11:48:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.3027105377142,-99.2072188904065,1,11,19.303,-99.207
2023,Diciembre,2023-12-20,11:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,PARAJE 38,Paraje 38,19.2655011539805,-99.2098301915478,12,11,19.266,-99.21
2024,Enero,2024-01-12,14:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,EQUIPAMIENTO FABRICA FISISA I,Vergel Del Sur,19.2966307700085,-99.1346731800934,1,14,19.297,-99.135
2024,Enero,2024-01-15,17:43:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-2CD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.200716907039,-99.1404317818528,1,17,19.201,-99.14
2024,Enero,2024-01-13,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.251669813908,-99.1656848800582,1,16,19.252,-99.166
2024,Enero,2024-01-11,01:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2803826498267,-99.1700702903548,1,1,19.28,-99.17
2024,Enero,2024-01-08,08:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,DR. IGNACIO CHÁVEZ INFONAVIT,Granjas Coapa,19.2950966559571,-99.1020306900961,1,8,19.295,-99.102
2023,Diciembre,2023-12-20,16:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-2CD,MIGUEL HIDALGO 2A SECCIÓN,Miguel Hidalgo 1a Seccion,19.2799032305995,-99.1936065005428,12,16,19.28,-99.194
2021,Enero,2021-01-12,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2813244668347,-99.2267319600703,1,15,19.281,-99.227
2024,Enero,2024-01-13,22:00:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",59,UI-2CD,LOMAS DEL PEDREGAL,Lomas Del Pedregal,19.2743308727187,-99.2188872385905,1,22,19.274,-99.219
2024,Enero,2024-01-08,10:55:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.3022088909473,-99.1711606098423,1,10,19.302,-99.171
2024,Enero,2024-01-11,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,EL METRO - BARRIO,Miguel Hidalgo,19.2846748032498,-99.1880643397381,1,9,19.285,-99.188
2023,Diciembre,2023-12-31,15:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2777012578705,-99.2291356721578,12,15,19.278,-99.229
2024,Enero,2024-01-09,02:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2940722296736,-99.1088139995363,1,2,19.294,-99.109
2024,Enero,2024-01-14,22:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,VIVEROS COATECTLÁN,Viveros Coatectlan,19.2429061997165,-99.1535364796379,1,22,19.243,-99.154
2023,Noviembre,2023-11-01,11:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,PLAZA COAPA,Villa Coapa,19.2958493791103,-99.1248965298913,11,11,19.296,-99.125
2023,Diciembre,2023-12-12,09:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,VILLA LÁZARO CÁRDENAS,Arboledas  Del Sur,19.2951388581124,-99.1439884895465,12,9,19.295,-99.144
2024,Enero,2024-01-15,17:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL VILLA COAPA SUPER MANZANA 8,Residencial Villa Coapa,19.2931714114692,-99.1191096598285,1,17,19.293,-99.119
2024,Enero,2024-01-15,14:00:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2683062672856,-99.1676784298077,1,14,19.268,-99.168
2023,Enero,2023-01-15,11:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN MAGDALENA CONTRERAS,UAT-MC-2,UI-1SD,LOMAS DE PADIERNA,Lomas De Padierna,19.2965838057292,-99.2215068909021,1,11,19.297,-99.222
2024,Enero,2024-01-14,12:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2587085910244,-99.1698107901046,1,12,19.259,-99.17
2024,Enero,2024-01-15,20:30:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2479922284418,-99.161889279915,1,20,19.248,-99.162
2024,Enero,2024-01-15,17:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,ARBOLEDAS DEL SUR,Arboledas  Del Sur,19.2920901717481,-99.1381740002531,1,17,19.292,-99.138
2023,Octubre,2023-10-01,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2908208176196,-99.1724789102684,10,9,19.291,-99.172
2024,Enero,2024-01-11,02:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,RINCONADA LAS HADAS,Rinconada Las Hadas,19.2971749869729,-99.1226218795227,1,2,19.297,-99.123
2024,Enero,2024-01-15,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,NARCISO MENDOZA SUPER MANZANA 3 VILLA COAPA,Narciso Mendoza,19.2889917200318,-99.1250204403049,1,10,19.289,-99.125
2024,Enero,2024-01-03,02:22:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,CLUB DE GOLF MÉXICO,Club De Golf Mexico,19.2817794232853,-99.1601058797929,1,2,19.282,-99.16
2024,Enero,2024-01-02,05:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-B,UI-1SD,LA JOYA,La Joya,19.2783339163306,-99.1672056899553,1,5,19.278,-99.167
2024,Enero,2024-01-14,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,RESIDENCIAL HACIENDA COAPA,Rinconada Coapa 2a Seccion,19.2998045087185,-99.1160578401911,1,18,19.3,-99.116
2024,Enero,2024-01-15,19:10:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GABRIEL RAMOS MILLÁN,Tenorios,19.2993063221304,-99.1201669903981,1,19,19.299,-99.12
2024,Enero,2024-01-16,01:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,GUADALUPE,Guadalupe,19.2849568013721,-99.1465844429453,1,1,19.285,-99.147
2024,Enero,2024-01-15,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,3 FUENTES,Ex Hacienda Coapa,19.2986461133241,-99.1199628703052,1,21,19.299,-99.12
2024,Enero,2024-01-16,05:20:00,ROBO DE VEHÍCULO CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-2CD,ROSARIO TLALI,Dolores Tlali,19.2411265763768,-99.1473694100458,1,5,19.241,-99.147
2023,Enero,2023-01-15,16:27:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2836351910291,-99.2249849898247,1,16,19.284,-99.225
2023,Diciembre,2023-12-30,13:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.2993767780136,-99.1705656558274,12,13,19.299,-99.171
2023,Enero,2023-01-30,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2709113401065,-99.2103118300517,1,14,19.271,-99.21
2022,Julio,2022-07-27,20:00:00,VIOLACIÓN,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-6,FDS-6-03,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.2000732923908,-99.1453524115292,7,20,19.2,-99.145
2024,Enero,2024-01-15,20:45:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIRADOR DEL VALLE,Mirador Del Valle,19.2572317268487,-99.1843543895942,1,20,19.257,-99.184
2023,Diciembre,2023-12-29,16:07:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ISIDRO FABELA,Isidro Fabela,19.3010419414823,-99.1722375600498,12,16,19.301,-99.172
2024,Enero,2024-01-06,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,PARRES EL GUARDA,Desconocido,19.1331458511728,-99.1698745150597,1,21,19.133,-99.17
2023,Diciembre,2023-12-08,17:45:00,DELITO DE BAJO IMPACTO,"FISCALÍA DE INVESTIGACIÓN DE DELITOS COMETIDOS EN AGRAVIO DE NIÑAS, NIÑOS Y ADOLESCENTES",D,D-6 SIN DETENIDO,FUENTES DEL PEDREGAL,Fuentes Del Pedregal,19.3050020418839,-99.2272838585229,12,17,19.305,-99.227
2024,Enero,2024-01-12,05:45:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2900619679525,-99.1651048498307,1,5,19.29,-99.165
2024,Enero,2024-01-15,10:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,FAROLES DEL PEDREGAL,Parque Del Pedregal,19.3012956713887,-99.1984648299959,1,10,19.301,-99.198
2024,Enero,2024-01-16,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,ESPACIO ECOLOGICO CUICUILCO,Peña Pobre,19.2999053535641,-99.1854627700139,1,12,19.3,-99.185
2024,Enero,2024-01-15,16:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,UAT-COY-5,UI-1SD,VIVEROS COATECTLÁN,Viveros Coatectlan,19.2460652833478,-99.152152460092,1,16,19.246,-99.152
2023,Diciembre,2023-12-28,09:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL AJUSCO,Pueblo San Miguel Ajusco,19.2249729919513,-99.197061359707,12,9,19.225,-99.197
2023,Octubre,2023-10-25,20:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN COYOACÁN,COY-3,UI-2SD,RESIDENCIAL MIRAMONTES,Residencial Miramontes,19.3029695891598,-99.1227427101872,10,20,19.303,-99.123
2023,Diciembre,2023-12-22,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DE DELITOS SEXUALES,FDS-2,FDS-2-03,PEDREGAL DE SANTA ÚRSULA XITLA,Pedregal De Santa Ursula Xitla,19.2715236524945,-99.1806163375997,12,14,19.272,-99.181
2024,Enero,2024-01-12,09:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,JARDINES EN LA MONTAÑA,Jardines En La Montaña,19.2984049428594,-99.2117294704065,1,9,19.298,-99.212
2024,Enero,2024-01-01,19:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,75,Unidad de investigación 7 S/D,PEDREGAL DE SANTA ÚRSULA XITLA,Pedregal De Santa Ursula Xitla,19.2717631004086,-99.1804766214143,1,19,19.272,-99.18
2024,Enero,2024-01-15,11:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE SECUESTRO,E,3 CON DETENIDO 3 C/D,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2423454303818,-99.1651101105544,1,11,19.242,-99.165
2024,Enero,2024-01-16,08:05:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.276185553384,-99.2092607199513,1,8,19.276,-99.209
2024,Enero,2024-01-15,19:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GABRIEL RAMOS MILLÁN,Tenorios,19.2990072123631,-99.1194227456212,1,19,19.299,-99.119
2023,Agosto,2023-08-26,12:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Colinas Del Ajusco,19.286732216842,-99.2187282400351,8,12,19.287,-99.219
2024,Enero,2024-01-16,15:20:00,ROBO A NEGOCIO CON VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,CULTURA MAYA,Cultura Maya,19.2776331183408,-99.2227301003499,1,15,19.278,-99.223
2024,Enero,2024-01-12,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO II,Tlalpan Centro,19.2843878665663,-99.1649392195696,1,17,19.284,-99.165
2024,Enero,2024-01-13,21:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,PARQUE NACIONAL BOSQUE DEL PEDREGAL,Parque Nacional Bosque Del Pedregal,19.2959841907779,-99.2126625012126,1,21,19.296,-99.213
2023,Diciembre,2023-12-23,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,GRANJAS COAPA,Granjas Coapa,19.2940574612889,-99.1087858402081,12,18,19.294,-99.109
2024,Enero,2024-01-16,14:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,TLALPAN CENTRO I,Tlalpan,19.2878309636198,-99.1674604997525,1,14,19.288,-99.167
2024,Enero,2024-01-16,11:50:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-4,UI-1SD,NARCISO MENDOZA SUPER MANZANA 2 VILLA COAPA,Narciso Mendoza,19.2899436217183,-99.1266949502443,1,11,19.29,-99.127
2024,Enero,2024-01-16,03:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN GUSTAVO A. MADERO,UAT-GAM-3,UI-1SD,PRADO COAPA 2A SECCIÓN,Prado Coapa 2a Seccion,19.2958966277272,-99.1325488701706,1,3,19.296,-99.133
2023,Enero,2023-01-16,15:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2553849468387,-99.1671261490699,1,15,19.255,-99.167
2024,Enero,2024-01-16,18:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN MIGUEL TOPILEJO,Pueblo San Miguel Topilejo,19.1977778885995,-99.1494065501678,1,18,19.198,-99.149
2024,Enero,2024-01-14,03:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,CUCHILLA DE PADIERNA,Cuchilla De Padierna,19.2762330194105,-99.2191976297109,1,3,19.276,-99.219
2024,Enero,2024-01-16,19:15:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-3CD,PLAZA COAPA,Villa Coapa,19.2943574514642,-99.1253069001369,1,19,19.294,-99.125
2024,Enero,2024-01-15,08:50:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,FUENTES DEL PEDREGAL,Ampliacion Fuentes Del Pedregal,19.2995425124624,-99.2097852201901,1,8,19.3,-99.21
2024,Enero,2024-01-15,03:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,RINCONADA LAS HADAS,Rinconada Las Hadas,19.2966748192166,-99.1201522398575,1,3,19.297,-99.12
2024,Enero,2024-01-16,12:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2756217700352,-99.170918810008,1,12,19.276,-99.171
2024,Enero,2024-01-10,02:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,EX HACIENDA SAN JUAN DE DIOS,Ex Hacienda San Juan De Dios,19.2855443522326,-99.1336287303728,1,2,19.286,-99.134
2024,Enero,2024-01-15,23:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,ROSARIO TLALI,Dolores Tlali,19.2443467572761,-99.1447051214643,1,23,19.244,-99.145
2023,Enero,2023-01-15,07:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-1,UI-1SD,HÉROES DE PADIERNA,Heroes De Padierna,19.2871281698295,-99.229613719878,1,7,19.287,-99.23
2024,Enero,2024-01-16,07:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,3 SIN DETENIDO,BARRIO EL CAPULÍN,Barrio El Capulin,19.2819379461742,-99.1903666226165,1,7,19.282,-99.19
2023,Noviembre,2023-11-15,12:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,REAL DEL SUR,Ex Hacienda Coapa,19.2992635411402,-99.1236294499936,11,12,19.299,-99.124
2024,Enero,2024-01-15,12:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,MIGUEL HIDALGO 2A SECCIÓN,Miguel Hidalgo 2a Seccion,19.2822591274186,-99.1989661299838,1,12,19.282,-99.199
2023,Octubre,2023-10-04,04:42:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,PLAZA COAPA,Villa Coapa,19.2941501232397,-99.1254410103255,10,4,19.294,-99.125
2024,Enero,2024-01-16,18:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN PEDRO MÁRTIR,Pueblo San Pedro Martir,19.2681486181427,-99.1754327198314,1,18,19.268,-99.175
2024,Enero,2024-01-16,12:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,MIGUEL HIDALGO 4A SECCIÓN,Miguel Hidalgo 4a Seccion,19.2674522409616,-99.2068731498995,1,12,19.267,-99.207
2024,Enero,2024-01-13,19:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN XOCHIMILCO,UAT-XO-2,UI-1SD,SAN MIGUEL AJUSCO,El Charco,19.2301413492378,-99.2031886660367,1,19,19.23,-99.203
2023,Junio,2023-06-30,10:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2786116608272,-99.1790275303907,6,10,19.279,-99.179
2024,Enero,2024-01-07,01:20:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,POPULAR SANTA TERESA,Popular Santa Teresa,19.3004444658668,-99.2232364997938,1,1,19.3,-99.223
2024,Enero,2024-01-16,19:40:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,EMILIO PORTES GIL,Ampliacion Fuentes Del Pedregal,19.3091895239407,-99.217948620197,1,19,19.309,-99.218
2023,Diciembre,2023-12-29,09:30:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-C,UI-1SD,NARCISO MENDOZA SUPER MANZANA 3 VILLA COAPA,Narciso Mendoza,19.2856372577959,-99.1249032297498,12,9,19.286,-99.125
2024,Enero,2024-01-15,17:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN DEL DELITO DE VIOLENCIA FAMILIAR,CJM-TLP,1 SIN DETENIDO,PEDREGAL DE SAN NICOLÁS 4A SECCIÓN,Pedregal De San Nicolas 4a Seccion,19.2799956049284,-99.238973533041,1,17,19.28,-99.239
2024,Enero,2024-01-13,17:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,MAGISTERIAL,Magisterial,19.2949857037613,-99.1108535095617,1,17,19.295,-99.111
2024,Enero,2024-01-17,10:10:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,CHIMALCOYOTL,Pueblo Chimalcoyotl,19.2735810232494,-99.1715522103068,1,10,19.274,-99.172
2024,Enero,2024-01-15,03:40:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2838593718129,-99.1757076196912,1,3,19.284,-99.176
2023,Noviembre,2023-11-27,08:00:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN ANDRÉS TOTOLTEPEC,La Palma,19.2515775079317,-99.1615388499738,11,8,19.252,-99.162
2024,Enero,2024-01-14,12:30:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-5,UI-1SD,SAN ANDRÉS TOTOLTEPEC,Pueblo San Andres Totoltepec,19.2579693959117,-99.1694393497258,1,12,19.258,-99.169
2024,Enero,2024-01-17,08:50:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,VILLA OLÍMPICA,Peña Pobre,19.2989974169039,-99.1854705304627,1,8,19.299,-99.185
2024,Enero,2024-01-13,06:30:00,ROBO A TRANSEUNTE EN VÍA PÚBLICA CON Y SIN VIOLENCIA,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SAN LORENZO HUIPULCO,Pueblo San Lorenzo Huipulco,19.2977470004831,-99.1518945698978,1,6,19.298,-99.152
2024,Enero,2024-01-17,11:25:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,TLP-3,UI-1CD,TORIELLO GUERRA,Toriello Guerra,19.2964066513848,-99.1565585697927,1,11,19.296,-99.157
2024,Enero,2024-01-15,10:00:00,DELITO DE BAJO IMPACTO,AGENCIA DE DENUNCIA DIGITAL,CEN-A,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2757937391955,-99.177994879945,1,10,19.276,-99.178
2024,Enero,2024-01-14,08:20:00,DELITO DE BAJO IMPACTO,FISCALÍA DE INVESTIGACIÓN TERRITORIAL EN TLALPAN,UAT-TLP-3,UI-1SD,SANTA ÚRSULA XITLA,Pueblo Santa Ursula Xitla,19.2839522441377,-99.175721970134,1,8,19.284,-99.176
