fecha,dia,mes,anio,afluencia,mes_numerico
2022-01-01,1,Enero,2022,16057,1
2022-01-02,2,Enero,2022,24134,1
2022-01-03,3,Enero,2022,55064,1
2022-01-04,4,Enero,2022,58005,1
2022-01-05,5,Enero,2022,57677,1
2022-01-06,6,Enero,2022,50310,1
2022-01-07,7,Enero,2022,55300,1
2022-01-08,8,Enero,2022,43929,1
2022-01-09,9,Enero,2022,22377,1
2022-01-10,10,Enero,2022,56514,1
2022-01-11,11,Enero,2022,55069,1
2022-01-12,12,Enero,2022,53617,1
2022-01-13,13,Enero,2022,55726,1
2022-01-14,14,Enero,2022,54780,1
2022-01-15,15,Enero,2022,40461,1
2022-01-16,16,Enero,2022,19418,1
2022-01-17,17,Enero,2022,53271,1
2022-01-18,18,Enero,2022,52987,1
2022-01-19,19,Enero,2022,52046,1
2022-01-20,20,Enero,2022,52515,1
2022-01-21,21,Enero,2022,53637,1
2022-01-22,22,Enero,2022,40143,1
2022-01-23,23,Enero,2022,21065,1
2022-01-24,24,Enero,2022,54153,1
2022-01-25,25,Enero,2022,54172,1
2022-01-26,26,Enero,2022,47747,1
2022-01-27,27,Enero,2022,53251,1
2022-01-28,28,Enero,2022,56213,1
2022-01-29,29,Enero,2022,39296,1
2022-01-30,30,Enero,2022,24602,1
2022-01-31,31,Enero,2022,54255,1
2022-02-01,1,Febrero,2022,56447,2
2022-02-02,2,Febrero,2022,59081,2
2022-02-03,3,Febrero,2022,59713,2
2022-02-04,4,Febrero,2022,61077,2
2022-02-05,5,Febrero,2022,47503,2
2022-02-06,6,Febrero,2022,25201,2
2022-02-07,7,Febrero,2022,32082,2
2022-02-08,8,Febrero,2022,64029,2
2022-02-09,9,Febrero,2022,64724,2
2022-02-10,10,Febrero,2022,63630,2
2022-02-11,11,Febrero,2022,64322,2
2022-02-12,12,Febrero,2022,52940,2
2022-02-13,13,Febrero,2022,27401,2
2022-02-14,14,Febrero,2022,66826,2
2022-02-15,15,Febrero,2022,67504,2
2022-02-16,16,Febrero,2022,68352,2
2022-02-17,17,Febrero,2022,66693,2
2022-02-18,18,Febrero,2022,61684,2
2022-02-19,19,Febrero,2022,47604,2
2022-02-20,20,Febrero,2022,37580,2
2022-02-21,21,Febrero,2022,68460,2
2022-02-22,22,Febrero,2022,70827,2
2022-02-23,23,Febrero,2022,70530,2
2022-02-24,24,Febrero,2022,77194,2
2022-02-25,25,Febrero,2022,73122,2
2022-02-26,26,Febrero,2022,51628,2
2022-02-27,27,Febrero,2022,38867,2
2022-02-28,28,Febrero,2022,73248,2
2022-03-01,1,Marzo,2022,76329,3
2022-03-02,2,Marzo,2022,72529,3
2022-03-03,3,Marzo,2022,72158,3
2022-03-04,4,Marzo,2022,74598,3
2022-03-05,5,Marzo,2022,55338,3
2022-03-06,6,Marzo,2022,28883,3
2022-03-07,7,Marzo,2022,72981,3
2022-03-08,8,Marzo,2022,72865,3
2022-03-09,9,Marzo,2022,74238,3
2022-03-10,10,Marzo,2022,75642,3
2022-03-11,11,Marzo,2022,77771,3
2022-03-12,12,Marzo,2022,53231,3
2022-03-13,13,Marzo,2022,32334,3
2022-03-14,14,Marzo,2022,75562,3
2022-03-15,15,Marzo,2022,76101,3
2022-03-16,16,Marzo,2022,79326,3
2022-03-17,17,Marzo,2022,77485,3
2022-03-18,18,Marzo,2022,79097,3
2022-03-19,19,Marzo,2022,51016,3
2022-03-20,20,Marzo,2022,43460,3
2022-03-21,21,Marzo,2022,35052,3
2022-03-22,22,Marzo,2022,78680,3
2022-03-23,23,Marzo,2022,78438,3
2022-03-24,24,Marzo,2022,86307,3
2022-03-25,25,Marzo,2022,78286,3
2022-03-26,26,Marzo,2022,51176,3
2022-03-27,27,Marzo,2022,30553,3
2022-03-28,28,Marzo,2022,75230,3
2022-03-29,29,Marzo,2022,77746,3
2022-03-30,30,Marzo,2022,84928,3
2022-03-31,31,Marzo,2022,77874,3
2022-04-01,1,Abril,2022,80024,4
2022-04-02,2,Abril,2022,59420,4
2022-04-03,3,Abril,2022,31516,4
2022-04-04,4,Abril,2022,76302,4
2022-04-05,5,Abril,2022,80562,4
2022-04-06,6,Abril,2022,80778,4
2022-04-07,7,Abril,2022,80006,4
2022-04-08,8,Abril,2022,79661,4
2022-04-09,9,Abril,2022,56130,4
2022-04-10,10,Abril,2022,31486,4
2022-04-11,11,Abril,2022,64978,4
2022-04-12,12,Abril,2022,73987,4
2022-04-13,13,Abril,2022,63841,4
2022-04-14,14,Abril,2022,40525,4
2022-04-15,15,Abril,2022,31298,4
2022-04-16,16,Abril,2022,38027,4
2022-04-17,17,Abril,2022,28386,4
2022-04-18,18,Abril,2022,64953,4
2022-04-19,19,Abril,2022,66601,4
2022-04-20,20,Abril,2022,72901,4
2022-04-21,21,Abril,2022,66832,4
2022-04-22,22,Abril,2022,68613,4
2022-04-23,23,Abril,2022,50289,4
2022-04-24,24,Abril,2022,32360,4
2022-04-25,25,Abril,2022,77385,4
2022-04-26,26,Abril,2022,76950,4
2022-04-27,27,Abril,2022,78278,4
2022-04-28,28,Abril,2022,77738,4
2022-04-29,29,Abril,2022,79169,4
2022-04-30,30,Abril,2022,59776,4
2022-05-01,1,Mayo,2022,27837,5
2022-05-02,2,Mayo,2022,76610,5
2022-05-03,3,Mayo,2022,81771,5
2022-05-04,4,Mayo,2022,80237,5
2022-05-05,5,Mayo,2022,62987,5
2022-05-06,6,Mayo,2022,81689,5
2022-05-07,7,Mayo,2022,59366,5
2022-05-08,8,Mayo,2022,36048,5
2022-05-09,9,Mayo,2022,76922,5
2022-05-10,10,Mayo,2022,56676,5
2022-05-11,11,Mayo,2022,74864,5
2022-05-12,12,Mayo,2022,84446,5
2022-05-13,13,Mayo,2022,74593,5
2022-05-14,14,Mayo,2022,72540,5
2022-05-15,15,Mayo,2022,38450,5
2022-05-16,16,Mayo,2022,77892,5
2022-05-17,17,Mayo,2022,79560,5
2022-05-18,18,Mayo,2022,81139,5
2022-05-19,19,Mayo,2022,92324,5
2022-05-20,20,Mayo,2022,80720,5
2022-05-21,21,Mayo,2022,61633,5
2022-05-22,22,Mayo,2022,35293,5
2022-05-23,23,Mayo,2022,78024,5
2022-05-24,24,Mayo,2022,79385,5
2022-05-25,25,Mayo,2022,78666,5
2022-05-26,26,Mayo,2022,75831,5
2022-05-27,27,Mayo,2022,78463,5
2022-05-28,28,Mayo,2022,51058,5
2022-05-29,29,Mayo,2022,29924,5
2022-05-30,30,Mayo,2022,77468,5
2022-05-31,31,Mayo,2022,77045,5
2022-06-01,1,Junio,2022,79653,6
2022-06-02,2,Junio,2022,65003,6
2022-06-03,3,Junio,2022,82294,6
2022-06-04,4,Junio,2022,51851,6
2022-06-05,5,Junio,2022,30444,6
2022-06-06,6,Junio,2022,80651,6
2022-06-07,7,Junio,2022,79662,6
2022-06-08,8,Junio,2022,83313,6
2022-06-09,9,Junio,2022,77648,6
2022-06-10,10,Junio,2022,78869,6
2022-06-11,11,Junio,2022,52350,6
2022-06-12,12,Junio,2022,30422,6
2022-06-13,13,Junio,2022,79343,6
2022-06-14,14,Junio,2022,73583,6
2022-06-15,15,Junio,2022,74913,6
2022-06-16,16,Junio,2022,78707,6
2022-06-17,17,Junio,2022,79886,6
2022-06-18,18,Junio,2022,55817,6
2022-06-19,19,Junio,2022,34529,6
2022-06-20,20,Junio,2022,74830,6
2022-06-21,21,Junio,2022,74427,6
2022-06-22,22,Junio,2022,73565,6
2022-06-23,23,Junio,2022,72227,6
2022-06-24,24,Junio,2022,75065,6
2022-06-25,25,Junio,2022,54999,6
2022-06-26,26,Junio,2022,32563,6
2022-06-27,27,Junio,2022,70628,6
2022-06-28,28,Junio,2022,71189,6
2022-06-29,29,Junio,2022,70075,6
2022-06-30,30,Junio,2022,70860,6
2022-07-01,1,Julio,2022,70978,7
2022-07-02,2,Julio,2022,54290,7
2022-07-03,3,Julio,2022,29546,7
2022-07-04,4,Julio,2022,63120,7
2022-07-05,5,Julio,2022,72104,7
2022-07-06,6,Julio,2022,68318,7
2022-07-07,7,Julio,2022,66575,7
2022-07-08,8,Julio,2022,66345,7
2022-07-09,9,Julio,2022,49803,7
2022-07-10,10,Julio,2022,29512,7
2022-07-11,11,Julio,2022,65079,7
2022-07-12,12,Julio,2022,67048,7
2022-07-13,13,Julio,2022,70531,7
2022-07-14,14,Julio,2022,64485,7
2022-07-15,15,Julio,2022,71216,7
2022-07-16,16,Julio,2022,36578,7
2022-07-17,17,Julio,2022,29797,7
2022-07-18,18,Julio,2022,62856,7
2022-07-19,19,Julio,2022,64161,7
2022-07-20,20,Julio,2022,64002,7
2022-07-21,21,Julio,2022,63985,7
2022-07-22,22,Julio,2022,63998,7
2022-07-23,23,Julio,2022,52468,7
2022-07-24,24,Julio,2022,30480,7
2022-07-25,25,Julio,2022,62678,7
2022-07-26,26,Julio,2022,64913,7
2022-07-27,27,Julio,2022,64599,7
2022-07-28,28,Julio,2022,64652,7
2022-07-29,29,Julio,2022,64748,7
2022-07-30,30,Julio,2022,52003,7
2022-07-31,31,Julio,2022,30488,7
2022-08-01,1,Agosto,2022,66553,8
2022-08-02,2,Agosto,2022,67302,8
2022-08-03,3,Agosto,2022,67797,8
2022-08-04,4,Agosto,2022,67068,8
2022-08-05,5,Agosto,2022,69060,8
2022-08-06,6,Agosto,2022,49620,8
2022-08-07,7,Agosto,2022,36432,8
2022-08-08,8,Agosto,2022,70033,8
2022-08-09,9,Agosto,2022,71953,8
2022-08-10,10,Agosto,2022,75741,8
2022-08-11,11,Agosto,2022,75701,8
2022-08-12,12,Agosto,2022,75310,8
2022-08-13,13,Agosto,2022,51205,8
2022-08-14,14,Agosto,2022,36933,8
2022-08-15,15,Agosto,2022,80233,8
2022-08-16,16,Agosto,2022,82012,8
2022-08-17,17,Agosto,2022,84789,8
2022-08-18,18,Agosto,2022,80683,8
2022-08-19,19,Agosto,2022,89374,8
2022-08-20,20,Agosto,2022,62231,8
2022-08-21,21,Agosto,2022,33549,8
2022-08-22,22,Agosto,2022,82272,8
2022-08-23,23,Agosto,2022,83582,8
2022-08-24,24,Agosto,2022,85478,8
2022-08-25,25,Agosto,2022,82271,8
2022-08-26,26,Agosto,2022,82973,8
2022-08-27,27,Agosto,2022,60370,8
2022-08-28,28,Agosto,2022,33323,8
2022-08-29,29,Agosto,2022,87003,8
2022-08-30,30,Agosto,2022,90342,8
2022-08-31,31,Agosto,2022,90149,8
2022-09-01,1,Septiembre,2022,90511,9
2022-09-02,2,Septiembre,2022,87191,9
2022-09-03,3,Septiembre,2022,59926,9
2022-09-04,4,Septiembre,2022,31551,9
2022-09-05,5,Septiembre,2022,91479,9
2022-09-06,6,Septiembre,2022,93481,9
2022-09-07,7,Septiembre,2022,89220,9
2022-09-08,8,Septiembre,2022,86544,9
2022-09-09,9,Septiembre,2022,89240,9
2022-09-10,10,Septiembre,2022,52487,9
2022-09-11,11,Septiembre,2022,35796,9
2022-09-12,12,Septiembre,2022,89783,9
2022-09-13,13,Septiembre,2022,84000,9
2022-09-14,14,Septiembre,2022,98433,9
2022-09-15,15,Septiembre,2022,77968,9
2022-09-16,16,Septiembre,2022,28046,9
2022-09-17,17,Septiembre,2022,60541,9
2022-09-18,18,Septiembre,2022,29566,9
2022-09-19,19,Septiembre,2022,81306,9
2022-09-20,20,Septiembre,2022,89133,9
2022-09-21,21,Septiembre,2022,88651,9
2022-09-22,22,Septiembre,2022,77940,9
2022-09-23,23,Septiembre,2022,80754,9
2022-09-24,24,Septiembre,2022,51475,9
2022-09-25,25,Septiembre,2022,32209,9
2022-09-26,26,Septiembre,2022,87204,9
2022-09-27,27,Septiembre,2022,88495,9
2022-09-28,28,Septiembre,2022,84889,9
2022-09-29,29,Septiembre,2022,82535,9
2022-09-30,30,Septiembre,2022,85982,9
2022-10-01,1,Octubre,2022,60768,10
2022-10-02,2,Octubre,2022,33593,10
2022-10-03,3,Octubre,2022,84509,10
2022-10-04,4,Octubre,2022,84965,10
2022-10-05,5,Octubre,2022,97272,10
2022-10-06,6,Octubre,2022,81956,10
2022-10-07,7,Octubre,2022,86200,10
2022-10-08,8,Octubre,2022,56740,10
2022-10-09,9,Octubre,2022,31161,10
2022-10-10,10,Octubre,2022,84357,10
2022-10-11,11,Octubre,2022,85802,10
2022-10-12,12,Octubre,2022,86153,10
2022-10-13,13,Octubre,2022,85380,10
2022-10-14,14,Octubre,2022,86747,10
2022-10-15,15,Octubre,2022,69448,10
2022-10-16,16,Octubre,2022,34820,10
2022-10-17,17,Octubre,2022,88551,10
2022-10-18,18,Octubre,2022,84566,10
2022-10-19,19,Octubre,2022,86081,10
2022-10-20,20,Octubre,2022,87970,10
2022-10-21,21,Octubre,2022,90791,10
2022-10-22,22,Octubre,2022,70095,10
2022-10-23,23,Octubre,2022,37066,10
2022-10-24,24,Octubre,2022,87509,10
2022-10-25,25,Octubre,2022,89534,10
2022-10-26,26,Octubre,2022,88194,10
2022-10-27,27,Octubre,2022,90734,10
2022-10-28,28,Octubre,2022,90206,10
2022-10-29,29,Octubre,2022,61550,10
2022-10-30,30,Octubre,2022,37589,10
2022-10-31,31,Octubre,2022,86790,10
2022-11-01,1,Noviembre,2022,70351,11
2022-11-02,2,Noviembre,2022,44729,11
2022-11-03,3,Noviembre,2022,85424,11
2022-11-04,4,Noviembre,2022,96657,11
2022-11-05,5,Noviembre,2022,54124,11
2022-11-06,6,Noviembre,2022,34248,11
2022-11-07,7,Noviembre,2022,90705,11
2022-11-08,8,Noviembre,2022,93549,11
2022-11-09,9,Noviembre,2022,91968,11
2022-11-10,10,Noviembre,2022,92340,11
2022-11-11,11,Noviembre,2022,103010,11
2022-11-12,12,Noviembre,2022,59473,11
